5988,2,5.73166666666,0
5982,1,3.34,-1
5983,1,6.52,0
5980,12,5.91969444444,0
5981,3,4.94055555556,-1
5986,64,6.05324144345,0
5987,3,5.30666666667,-1
5985,2,4.65,-1
6796,1,5.44,-1
6797,2,6.1275,0
6794,2,5.71071428571,0
6795,4,6.70083333333,1
6792,7,5.80043537415,0
6793,1,6.69,1
6790,1,4.89,-1
6791,20,6.25452222222,0
6799,2,6.075,0
270,13,6.09169230769,0
271,3,6.38238095238,0
274,6,5.51216666667,-1
9258,125,5.75763642713,0
9259,7,6.39469387755,0
9256,45,6.7193037037,1
9257,118,6.32486982109,0
9254,3,6.51288888889,0
9255,6,6.42133333333,0
9520,6,5.30194444444,-1
9253,5,6.03433333333,0
9522,4,6.25916666667,0
3519,11,6.777,1
3513,1,3.01333333333,-1
3516,14,5.87417460317,0
3514,2,5.55944444444,-1
2688,132,5.97513171578,0
2689,389,5.96161065577,0
2684,4,6.25666666667,0
2685,5,6.2888,0
2686,79,6.2734623541,0
2687,36,5.98803506029,0
2680,1,6.66,0
2682,3,6.03777777778,0
2683,4,5.8025,0
99,2,6.23,0
98,2,6.4825,0
94,1,6.76,1
97,6,6.02044444445,0
96,1,6.25333333333,0
1172,17,5.18756302521,-1
1170,2,6.985,1
7180,25,5.98916888889,0
7181,20,6.02516666667,0
7182,4,6.522,0
7183,9,6.17851851852,0
7184,5,5.49844444444,-1
7185,44,6.1947478355,0
3435,12,5.55895833333,-1
8019,3,6.75166666667,1
8018,2,6.52,0
8017,1,5.685,0
8544,170,6.32710614549,0
8015,9,5.90202380952,0
8014,17,5.66977310924,0
8541,825,6.46565717283,0
8012,20,5.90941666667,0
8011,13,6.50878510378,0
8542,131,6.36454556713,0
7456,5,5.80206666667,0
7457,3,7.268,1
7454,118,5.93013317191,0
7455,13,5.87746153846,0
7452,9,6.14600673401,0
7453,96,6.33461284722,0
7450,17,6.07762745098,0
7451,2,5.83666666666,0
7458,2,6.525,0
7459,1,7.68,1
2749,56,6.17539540816,0
4845,46,5.93337022398,0
6536,5,6.27266666667,0
8290,11,5.94043290043,0
8293,3,6.46,0
6535,24,6.56306712963,0
4842,223,5.91206464873,0
6532,1,5.26,-1
4843,14,6.20361904762,0
8294,8,6.94629761905,1
391,1,5.98,0
397,3,6.41666666667,0
396,1,7.07,1
395,4,5.42916666667,-1
394,2,5.46333333333,-1
398,1,6.265,0
2309,3,6.33111111111,0
2308,10,6.05646666667,0
4729,67,5.85394010467,0
4728,8,5.89348611111,0
4725,1,6.81,1
4724,2,4.32,-1
4727,14,6.60371428571,0
4726,5,6.4856,0
4721,2,6.55666666667,0
4720,3,5.7425,0
2307,5,5.2518,-1
4722,33,5.98694107744,0
5847,157,6.13641072692,0
5846,121,6.01498527781,0
5845,75,6.08282095238,0
5844,45,5.9587042328,0
5843,8,6.83997023809,1
5842,9,5.42100529101,-1
5841,3,6.37222222222,0
5840,6,5.73166666667,0
5849,10,6.46376666667,0
5848,782,6.19858111578,0
3748,29,6.54825561029,0
3749,18,5.692255291,0
