5988,2,5.73166666666
5982,1,3.34
5983,1,6.52
5980,12,5.91969444444
5981,3,4.94055555556
5986,64,6.05324144345
5987,3,5.30666666667
5985,2,4.65
6796,1,5.44
6797,2,6.1275
6794,2,5.71071428571
6795,4,6.70083333333
6792,7,5.80043537415
6793,1,6.69
6790,1,4.89
6791,20,6.25452222222
6799,2,6.075
270,13,6.09169230769
271,3,6.38238095238
274,6,5.51216666667
9258,125,5.75763642713
9259,7,6.39469387755
9256,45,6.7193037037
9257,118,6.32486982109
9254,3,6.51288888889
9255,6,6.42133333333
9520,6,5.30194444444
9253,5,6.03433333333
9522,4,6.25916666667
3519,11,6.777
3513,1,3.01333333333
3516,14,5.87417460317
3514,2,5.55944444444
2688,132,5.97513171578
2689,389,5.96161065577
2684,4,6.25666666667
2685,5,6.2888
2686,79,6.2734623541
2687,36,5.98803506029
2680,1,6.66
2682,3,6.03777777778
2683,4,5.8025
99,2,6.23
98,2,6.4825
94,1,6.76
97,6,6.02044444445
96,1,6.25333333333
1172,17,5.18756302521
1170,2,6.985
7180,25,5.98916888889
7181,20,6.02516666667
7182,4,6.522
7183,9,6.17851851852
7184,5,5.49844444444
7185,44,6.1947478355
3435,12,5.55895833333
8019,3,6.75166666667
8018,2,6.52
8017,1,5.685
8544,170,6.32710614549
8015,9,5.90202380952
8014,17,5.66977310924
8541,825,6.46565717283
8012,20,5.90941666667
8011,13,6.50878510378
8542,131,6.36454556713
7456,5,5.80206666667
7457,3,7.268
7454,118,5.93013317191
7455,13,5.87746153846
7452,9,6.14600673401
7453,96,6.33461284722
7450,17,6.07762745098
7451,2,5.83666666666
7458,2,6.525
7459,1,7.68
2749,56,6.17539540816
4845,46,5.93337022398
6536,5,6.27266666667
8290,11,5.94043290043
8293,3,6.46
6535,24,6.56306712963
4842,223,5.91206464873
6532,1,5.26
4843,14,6.20361904762
8294,8,6.94629761905
391,1,5.98
397,3,6.41666666667
396,1,7.07
395,4,5.42916666667
394,2,5.46333333333
398,1,6.265
2309,3,6.33111111111
2308,10,6.05646666667
4729,67,5.85394010467
4728,8,5.89348611111
4725,1,6.81
4724,2,4.32
4727,14,6.60371428571
4726,5,6.4856
4721,2,6.55666666667
4720,3,5.7425
2307,5,5.2518
4722,33,5.98694107744
5847,157,6.13641072692
5846,121,6.01498527781
5845,75,6.08282095238
5844,45,5.9587042328
5843,8,6.83997023809
5842,9,5.42100529101
5841,3,6.37222222222
5840,6,5.73166666667
5849,10,6.46376666667
